"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"86",2.33179666666666,6.59054444444444,6.78599631210448,5.52142357140622e-05,0.00613206818661642,2.33131629049225
"87",2.69793166666667,5.44006111111111,6.77220961173759,5.61391709033274e-05,0.00613206818661642,2.31522790408323
"88",2.31834166666667,7.51026444444445,6.77178731061421,5.61677664031358e-05,0.00613206818661642,2.31473467302875
"89",2.25013833333333,7.52301555555556,6.7424157549118,5.81958781860825e-05,0.00613477399548615,2.28036750277301
"90",3.25463666666667,6.08289111111111,6.73435145032744,5.876650667855e-05,0.00613477399548615,2.27091005380202
"91",2.14181,6.42567,6.72451228568434,5.947094827346e-05,0.00613806184916259,2.25935853989506
"92",2.073925,7.68540666666667,6.71320330866089,6.02919424588314e-05,0.00617611142350258,2.24606430517387
"93",2.15752666666666,5.58603444444444,6.65158295439806,6.4986585841721e-05,0.00631519426223512,2.17330421088183
"94",2.36991666666667,5.65773111111111,6.62125618429753,6.74412034075668e-05,0.00638082177725762,2.13729414358427
"95",2.12960833333333,6.69246555555556,6.60273095966517,6.89898875122934e-05,0.00638082177725762,2.11523182880517
"96",2.56784666666667,8.15325777777778,6.58071720570492,7.08804539671658e-05,0.0064268471320975,2.0889502329394
"97",2.02111166666667,7.17150444444444,6.57298081928636,7.15581227177858e-05,0.00644999871103096,2.07969727365688
"98",2.38794666666666,7.26398777777778,6.52869961614385,7.55744033452226e-05,0.00657966640589179,2.02656795274305
"99",2.23123833333333,5.72021222222222,6.50314413455029,7.80028100494369e-05,0.00659638125511614,1.9957758499934
"100",2.16152666666666,5.33817777777778,6.47215812703131,8.10611180569863e-05,0.00665404808510576,1.95831219069142
"101",2.13395,7.51768,6.4710275936122,8.1175127073901e-05,0.00665404808510576,1.95694265536015
"102",2.48909666666667,6.93196111111111,6.42730771900517,8.57199461454984e-05,0.00680130642776555,1.90383596050879
"103",2.065955,5.72393,6.39753042719835,8.89726119146568e-05,0.00688958368514309,1.86750408848289
"104",2.11456833333333,7.10834222222222,6.35863431657053,9.34239432060553e-05,0.00696551768560773,1.81984861992644
"105",2.20814,5.28413333333333,6.33803357652986,9.58785879339929e-05,0.00706860678769693,1.79451772368391
"106",2.11422666666666,7.42181777777778,6.3301297016292,9.68387931021048e-05,0.00707451266245115,1.78478229050025
